334	68198
333	68410
332	68622
331	68834
330	69045
329	69257
328	69469
327	69681
326	69892
325	70104
324	70316
323	70528
322	70739
321	70951
320	71163
319	71375
318	71586
317	71798
316	72010
315	72222
314	72433
313	72645
312	72857
311	73069
310	73280
309	73492
308	73704
307	73916
306	74127
305	74339
304	74551
303	74763
302	74974
301	75186
300	75398
299	75610
298	75821
297	76033
296	76245
295	76457
294	76668
293	76880
292	77092
291	77303
290	77515
289	77727
288	77939
287	78150
286	78362
285	78574
284	78786
283	78997
282	79209
281	79421
280	79633
279	79844
278	80056
277	80268
276	80480
275	80691
274	80903
273	81115
272	81327
271	81538
270	81750
269	81962
268	82174
267	82385
266	82597
265	82809
264	83021
263	83232
262	83444
261	83656
260	83868
259	84079
258	84291
257	84503
256	84715
255	84926
254	85138
253	85350
252	85562
251	85773
250	85985
249	86197
248	86409
247	86620
246	86832
245	87044
244	87256
243	87467
242	87679
241	87891
240	88103
239	88314
238	88526
237	88738
236	88950
235	89161
234	89373
233	89585
232	89797
231	90008
230	90220
229	90432
228	90644
227	90855
226	91067
225	91279
224	91491
223	91702
222	91914
221	92126
220	92338
219	92549
218	92761
217	92973
216	93185
215	93396
214	93608
213	93820
212	94032
211	94243
210	94455
209	94667
208	94879
207	95090
206	95302
205	95514
204	95726
203	95937
202	96149
201	96361
200	96573
199	96784
198	96996
197	97208
196	97420
195	97631
194	97843
193	98055
192	98267
191	98478
190	98690
189	98902
188	99114
187	99325
186	99537
185	99749
184	99961
183	100172
182	100384
181	100596
180	100808
179	101019
178	101231
177	101443
176	101655
175	101866
174	102078
173	102290
172	102502
171	102713
170	102925
169	103137
168	103349
167	103560
166	103772
165	103984
164	104196
163	104407
162	104619
161	104831
160	105043
159	105254
158	105466
157	105678
156	105889
155	106101
154	106313
153	106525
152	106736
151	106948
150	107160
149	107372
148	107583
147	107795
146	108007
145	108219
144	108430
143	108642
142	108854
141	109066
140	109277
139	109489
138	109701
137	109913
136	110124
135	110336
134	110548
133	110760
132	110971
131	111183
130	111395
129	111607
128	111818
127	112030
126	112242
125	112454
124	112665
123	112877
122	113089
121	113301
120	113512
119	113724
118	113936
117	114148
116	114359
115	114571
114	114783
113	114995
112	115206
111	115418
110	115630
109	115842
108	116053
107	116265
106	116477
105	116689
104	116900
103	117112
102	117324
101	117536
100	117747
99	117959
98	118171
97	118383
96	118594
95	118806
94	119018
93	119230
92	119441
91	119653
90	119865
89	120077
88	120288
87	120500
86	120712
85	120924
84	121135
83	121347
82	121559
81	121771
80	121982
79	122194
78	122406
77	122618
76	122829
75	123041
74	123253
73	123465
72	123676
71	123888
70	124100
69	124312
68	124523
67	124735
66	124947
65	125159
64	125370
63	125582
62	125794
61	126006
60	126217
59	126429
58	126641
57	126853
56	127064
55	127276
54	127488
53	127700
52	127911
51	128123
50	128335
49	128547
48	128758
47	128970
46	129182
45	129394
44	129605
43	129817
42	130029
41	130241
40	130452
39	130664
38	130876
37	131088
36	131299
35	131511
34	131723
33	131935
32	132146
31	132358
30	132570
29	132782
28	132993
27	133205
26	133417
25	133629
24	133840
23	134052
22	134264
21	134475
20	134687
19	134899
18	135111
17	135322
16	135534
15	135746
14	135958
13	136169
12	136381
11	136593
10	136805
9	137016
8	137228
7	137440
6	137652
5	137863
4	138075
3	138287
2	138499
1	138710
0	138922
